agA_name	agB_name	agA_ns	agA_id	agB_ns	agB_id	residue	position	stmt_type	evidence_count	stmt_hash	belief	source_counts	initial_sign
CHEK2	TP53	HGNC	16627	HGNC	11998			IncreaseAmount	1	-17865596525074734	1.0	{'reach': 1}	
CHEK2	TP53	HGNC	16627	HGNC	11998			Activation	1	5824568218769678	1.0	{'sparser': 1}	
CHEK2	TP53	HGNC	16627	HGNC	11998			Phosphorylation	1	-28819967374264116	1.0	{'sparser': 1}	
CHEK2	TRIM28	HGNC	16627	HGNC	16384	S	473	Phosphorylation	0	-31137184379722007	1.0	{}	
CHEK2	TRIM28	HGNC	16627	HGNC	16384			Phosphorylation	1	-21842247690949005	1.0	{'sparser': 1}	
CHEK2	TTK	HGNC	16627	HGNC	12401	T	288	Phosphorylation	1	25331602081579932	1.0	{'reach': 1}	
CHEK2	WEE1	HGNC	16627	HGNC	12761			Phosphorylation	1	3738404118916385	1.0	{'sparser': 1}	
CHEK2	XRCC1	HGNC	16627	HGNC	12828	T	284	Phosphorylation	1	35382730178242642	1.0	{'signor': 1}	
CHEK2	XRN1	HGNC	16627	HGNC	30654			Phosphorylation	1	-27295719658734994	1.0	{'sparser': 1}	
CHFR	HDAC1	HGNC	20455	HGNC	4852			Inhibition	0	-802012682852309	1.0	{}	
CHFR	PARP1	HGNC	20455	HGNC	270			Ubiquitination	1	-30700801030195523	1.0	{'reach': 1}	
CHFR	PLK1	HGNC	20455	HGNC	9077			DecreaseAmount	0	2534586386016691	1.0	{}	
CHFR	PLK1	HGNC	20455	HGNC	9077			Ubiquitination	1	15640334565792924	1.0	{'reach': 1}	
CHGA	EGFR	HGNC	1929	HGNC	3236			Activation	1	35469572199818815	1.0	{'reach': 1}	
CHGA	GCG	HGNC	1929	HGNC	4191			Activation	1	-3773437083941391	1.0	{'reach': 1}	
CHGA	HRH1	HGNC	1929	HGNC	5182			Inhibition	1	-16249472689773135	1.0	{'sparser': 1}	
CHGA	INS	HGNC	1929	HGNC	6081			Activation	1	34826687059606282	1.0	{'reach': 1}	
CHGA	INS	HGNC	1929	HGNC	6081			Inhibition	1	-31265070721488006	1.0	{'reach': 1}	
CHI3L1	ACE2	HGNC	1932	HGNC	13557			Activation	1	-32462754362460147	1.0	{'reach': 1}	
CHI3L1	APP	HGNC	1932	HGNC	620			Phosphorylation	1	-33369818036795315	1.0	{'sparser': 1}	
CHI3L1	CCL2	HGNC	1932	HGNC	10618			Activation	0	-14608010902689248	1.0	{}	
CHI3L1	CTNNB1	HGNC	1932	HGNC	2514			Activation	1	-7520873836558209	1.0	{'reach': 1}	
CHI3L1	CXCL8	HGNC	1932	HGNC	6025			Activation	1	17944138748382084	1.0	{'reach': 1}	
CHI3L1	CXCL8	HGNC	1932	HGNC	6025			IncreaseAmount	1	-7958573276391142	1.0	{'reach': 1}	
CHI3L1	HM13	HGNC	1932	HGNC	16435			Activation	1	-20917009973708600	1.0	{'reach': 1}	
CHI3L1	IL18	HGNC	1932	HGNC	5986			IncreaseAmount	1	20829364745972910	1.0	{'reach': 1}	
CHI3L1	MMP9	HGNC	1932	HGNC	7176			Activation	1	19425064243093151	1.0	{'reach': 1}	
CHI3L1	SDC1	HGNC	1932	HGNC	10658			Activation	1	13263028293730033	1.0	{'reach': 1}	
CHI3L1	STAT3	HGNC	1932	HGNC	11364			Activation	1	-14985080819581662	1.0	{'reach': 1}	
CHKA	BID	HGNC	1937	HGNC	1050			Phosphorylation	1	-6196598890611547	1.0	{'sparser': 1}	
CHKA	CTNNB1	HGNC	1937	HGNC	2514	S	45	Phosphorylation	1	-31677964389168758	1.0	{'sparser': 1}	
CHKA	CTNNB1	HGNC	1937	HGNC	2514			Phosphorylation	1	-19945063533468939	1.0	{'reach': 1}	
CHKA	DCK	HGNC	1937	HGNC	2704			Phosphorylation	1	3576160892939908	1.0	{'reach': 1}	
CHKA	MDM2	HGNC	1937	HGNC	6973			Phosphorylation	1	-6554093565432635	1.0	{'rlimsp': 1}	
CHKA	PER1	HGNC	1937	HGNC	8845			Phosphorylation	1	-21282236312676406	1.0	{'reach': 1}	
CHKA	PER2	HGNC	1937	HGNC	8846			Phosphorylation	1	21616103823660391	1.0	{'rlimsp': 1}	
CHKA	SMO	HGNC	1937	HGNC	11119			Phosphorylation	1	-6955163532656923	1.0	{'reach': 1}	
CHKA	SRC	HGNC	1937	HGNC	11283			Inhibition	1	17531624453997781	1.0	{'reach': 1}	
CHKA	TP53	HGNC	1937	HGNC	11998			Phosphorylation	1	-19612111884872443	1.0	{'reach': 1}	
CHKA	VANGL2	HGNC	1937	HGNC	15511			Phosphorylation	1	5022658049110771	1.0	{'reach': 1}	
CHMP5	VPS4A	HGNC	26942	HGNC	13488			Activation	1	-32071897701540066	1.0	{'reach': 1}	
CHN1	MYC	HGNC	1943	HGNC	7553			Inhibition	1	10369350743576565	1.0	{'reach': 1}	
CHN1	RAC1	HGNC	1943	HGNC	9801			Inhibition	1	19661749011756795	1.0	{'reach': 1}	
CHN1	TAC1	HGNC	1943	HGNC	11517			Inhibition	1	5626801566524093	1.0	{'reach': 1}	
CHN2	GLUD1	HGNC	1944	HGNC	4335			Activation	1	-11531116099181340	1.0	{'reach': 1}	
CHN2	INS	HGNC	1944	HGNC	6081			Activation	1	-1863225807761574	1.0	{'reach': 1}	
CHN2	SLC7A5	HGNC	1944	HGNC	11063			Inhibition	1	29120123606743292	1.0	{'sparser': 1}	
CHP1	SLC9A3	HGNC	17433	HGNC	11073			Activation	1	18559550936456245	1.0	{'reach': 1}	
CHTOP	PKD1	HGNC	24511	HGNC	9008			Activation	1	-33866034874195368	1.0	{'reach': 1}	
CHUK	CDKN1B	HGNC	1974	HGNC	1785			Phosphorylation	1	-12225064658939553	1.0	{'reach': 1}	
CHUK	CREBBP	HGNC	1974	HGNC	2348			Activation	0	23880232298905487	1.0	{}	
CHUK	CREBBP	HGNC	1974	HGNC	2348	S	1382	Phosphorylation	1	22612668931216449	1.0	{'reach': 1}	
CHUK	CREBBP	HGNC	1974	HGNC	2348	S	1386	Phosphorylation	1	15549033355569706	1.0	{'reach': 1}	
CHUK	CREBBP	HGNC	1974	HGNC	2348			Phosphorylation	1	-22216308151283625	1.0	{'reach': 1}	
CHUK	CTNNB1	HGNC	1974	HGNC	2514			Phosphorylation	1	-20378648193042455	1.0	{'sparser': 1}	
CHUK	EGFR	HGNC	1974	HGNC	3236			Activation	0	-21756341439052336	1.0	{}	
CHUK	ESR1	HGNC	1974	HGNC	3467			Phosphorylation	1	3496983883578054	1.0	{'reach': 1}	
CHUK	FOXA2	HGNC	1974	HGNC	5022			Inhibition	1	-32609192166893896	1.0	{'sparser': 1}	
CHUK	FOXA2	HGNC	1974	HGNC	5022			Phosphorylation	1	24239975910415403	1.0	{'sparser': 1}	
CHUK	IKBKB	HGNC	1974	HGNC	5960			Phosphorylation	0	8039190890060761	1.0	{}	
CHUK	IKBKB	HGNC	1974	HGNC	5960			Inhibition	1	-29168896913316284	1.0	{'reach': 1}	
CHUK	IKBKB	HGNC	1974	HGNC	5960			Activation	1	9153287881072138	1.0	{'eidos': 1}	
CHUK	IL6	HGNC	1974	HGNC	6018			Activation	1	-14452900451717366	1.0	{'reach': 1}	
CHUK	IRF5	HGNC	1974	HGNC	6120			Phosphorylation	0	-12989767834888823	1.0	{}	
CHUK	IRF7	HGNC	1974	HGNC	6122			Phosphorylation	1	-29504283760801573	1.0	{'sparser': 1}	
CHUK	IRF7	HGNC	1974	HGNC	6122			Activation	1	-5523678301133278	1.0	{'sparser': 1}	
CHUK	KHDRBS1	HGNC	1974	HGNC	18116			Phosphorylation	1	-16593011837329605	1.0	{'rlimsp': 1}	
CHUK	MAP3K14	HGNC	1974	HGNC	6853			Activation	1	-33341713204923712	1.0	{'reach': 1}	
CHUK	MAP3K14	HGNC	1974	HGNC	6853			Inhibition	1	25211155610342203	1.0	{'eidos': 1}	
CHUK	MAP3K14	HGNC	1974	HGNC	6853			Phosphorylation	1	-18035957766979774	1.0	{'sparser': 1}	
CHUK	MECP2	HGNC	1974	HGNC	6990			Phosphorylation	1	30316762938692344	1.0	{'reach': 1}	
CHUK	MTOR	HGNC	1974	HGNC	3942			Phosphorylation	1	32075193650929565	1.0	{'reach': 1}	
CHUK	MYC	HGNC	1974	HGNC	7553			Phosphorylation	1	-13500468715766147	1.0	{'isi': 1}	
CHUK	NCOA3	HGNC	1974	HGNC	7670	S	857	Phosphorylation	1	28134784169464075	1.0	{'signor': 1}	
CHUK	NCOR2	HGNC	1974	HGNC	7673	S	2452	Phosphorylation	1	622024184616863	1.0	{'sparser': 1}	
CHUK	NCOR2	HGNC	1974	HGNC	7673			Phosphorylation	1	-14032270991571705	1.0	{'sparser': 1}	
CHUK	NFKB1	HGNC	1974	HGNC	7794			Phosphorylation	1	12661992553523503	1.0	{'sparser': 1}	
CHUK	NFKB1	HGNC	1974	HGNC	7794	S	927	Phosphorylation	1	11881521978539064	1.0	{'signor': 1}	
CHUK	NFKB2	HGNC	1974	HGNC	7795	S		Phosphorylation	1	-30108465071143095	1.0	{'sparser': 1}	
CHUK	NFKB2	HGNC	1974	HGNC	7795			Activation	1	-24477693623656739	1.0	{'sparser': 1}	
CHUK	NFKB2	HGNC	1974	HGNC	7795			Phosphorylation	1	-22731374577948101	1.0	{'sparser': 1}	
CHUK	NFKBIA	HGNC	1974	HGNC	7797			Inhibition	1	-12317066612777856	1.0	{'reach': 1}	
CHUK	NFKBIA	HGNC	1974	HGNC	7797	S		Phosphorylation	1	10607464098221293	1.0	{'reach': 1}	
CHUK	NFKBIA	HGNC	1974	HGNC	7797	S	36	Phosphorylation	1	-31540136825407086	1.0	{'trips': 1}	
CHUK	NFKBIA	HGNC	1974	HGNC	7797	S	32	Phosphorylation	1	25314189505169641	1.0	{'trips': 1}	
CHUK	NFKBIA	HGNC	1974	HGNC	7797			Phosphorylation	1	-32797878752820889	1.0	{'sparser': 1}	
CHUK	NFKBIA	HGNC	1974	HGNC	7797			Activation	1	-4397717245182544	1.0	{'sparser': 1}	
CHUK	NOTCH1	HGNC	1974	HGNC	7881			Activation	0	19992876328551445	1.0	{}	
CHUK	NPM1	HGNC	1974	HGNC	7910			Phosphorylation	1	-15219877519317877	1.0	{'reach': 1}	
CHUK	PIAS1	HGNC	1974	HGNC	2752	S	90	Phosphorylation	1	23337451383670758	1.0	{'hprd': 1}	
CHUK	RELA	HGNC	1974	HGNC	9955			Inhibition	1	8366779341266160	1.0	{'reach': 1}	
CHUK	RELA	HGNC	1974	HGNC	9955			Phosphorylation	1	9027804589274821	1.0	{'reach': 1}	
CHUK	RELA	HGNC	1974	HGNC	9955			Activation	1	-5123753310378037	1.0	{'reach': 1}	
CHUK	RELA	HGNC	1974	HGNC	9955	S	536	Phosphorylation	1	5555778436495494	1.0	{'sparser': 1}	
CHUK	RELB	HGNC	1974	HGNC	9956			Activation	1	27136508470162338	1.0	{'sparser': 1}	
CHUK	RIPK1	HGNC	1974	HGNC	10019			Phosphorylation	1	-12883648808224252	1.0	{'sparser': 1}	
CHUK	SERPINB5	HGNC	1974	HGNC	8949			DecreaseAmount	1	-25138928480525861	1.0	{'reach': 1}	
CHUK	STAT1	HGNC	1974	HGNC	11362			Phosphorylation	1	10380585663796914	1.0	{'rlimsp': 1}	
CHUK	TAX1BP1	HGNC	1974	HGNC	11575			Phosphorylation	1	-18975340628938886	1.0	{'reach': 1}	
CHUK	TP73	HGNC	1974	HGNC	12003			Activation	0	-33353430897182517	1.0	{}	
CIB1	CDK2	HGNC	16920	HGNC	1771			Inhibition	0	-4120898900892459	1.0	{}	
CIB1	MAP3K5	HGNC	16920	HGNC	6857			Inhibition	1	10625578766164824	1.0	{'reach': 1}	
CIB1	PAK1	HGNC	16920	HGNC	8590			Activation	1	26424560927498353	1.0	{'sparser': 1}	
CIB1	PAK1	HGNC	16920	HGNC	8590			Inhibition	1	19903851115606440	1.0	{'reach': 1}	
CIB1	PAX3	HGNC	16920	HGNC	8617			Inhibition	0	22594850770388579	1.0	{}	
CIB1	PLK2	HGNC	16920	HGNC	19699			Inhibition	1	10638781951641127	1.0	{'reach': 1}	
CIB1	PLK3	HGNC	16920	HGNC	2154			Inhibition	1	7169435888843253	1.0	{'reach': 1}	
CIB1	PTK2	HGNC	16920	HGNC	9611			Activation	1	-21884632603799179	1.0	{'reach': 1}	
CIB1	SPHK1	HGNC	16920	HGNC	11240			Activation	1	32669744674558328	1.0	{'reach': 1}	
CIB2	CDK2	HGNC	24579	HGNC	1771			Inhibition	1	25755916655517352	1.0	{'reach': 1}	
CIDEA	FMN1	HGNC	1976	HGNC	3768			Activation	1	-30165224681943289	1.0	{'reach': 1}	
CIDEC	FMN1	HGNC	24229	HGNC	3768			Activation	1	-27029250645648677	1.0	{'reach': 1}	
CIITA	CD74	HGNC	7067	HGNC	1697			Activation	1	9016907198981639	1.0	{'reach': 1}	
CIITA	CNTN2	HGNC	7067	HGNC	2172			Inhibition	1	-23026430503639734	1.0	{'reach': 1}	
CIITA	IFNG	HGNC	7067	HGNC	5438			Activation	1	-16304961328645654	1.0	{'reach': 1}	
CIITA	IL4	HGNC	7067	HGNC	6014			Inhibition	1	6679325807663514	1.0	{'reach': 1}	
CIITA	IL4	HGNC	7067	HGNC	6014			Activation	1	-19868093175510905	1.0	{'reach': 1}	
CIITA	IL4	HGNC	7067	HGNC	6014			DecreaseAmount	1	15915359864428563	1.0	{'reach': 1}	
CIITA	PDK4	HGNC	7067	HGNC	8812			Inhibition	1	-11664649040664436	1.0	{'reach': 1}	
CIITA	SIRT1	HGNC	7067	HGNC	14929			Inhibition	1	-26567928940175429	1.0	{'reach': 1}	
CIP2A	APP	HGNC	29302	HGNC	620			Activation	1	-26578679382197582	1.0	{'reach': 1}	
CIP2A	MYC	HGNC	29302	HGNC	7553			Inhibition	0	-25427875236725041	1.0	{}	
CIP2A	MYC	HGNC	29302	HGNC	7553			DecreaseAmount	1	10066467569343698	1.0	{'reach': 1}	
CIP2A	MYC	HGNC	29302	HGNC	7553			Activation	1	14120314460351172	1.0	{'reach': 1}	
CIP2A	MYC	HGNC	29302	HGNC	7553			IncreaseAmount	1	5353809792498279	1.0	{'sparser': 1}	
CIRBP	CDKN1B	HGNC	1982	HGNC	1785			Activation	1	763396263727390	1.0	{'reach': 1}	
CIRBP	CXCL1	HGNC	1982	HGNC	4602			IncreaseAmount	1	-10777216825818506	1.0	{'sparser': 1}	
CIRBP	NLRP3	HGNC	1982	HGNC	16400			Activation	1	-6707686255064022	1.0	{'reach': 1}	
CIRBP	TNF	HGNC	1982	HGNC	11892			Activation	1	-18501313822283926	1.0	{'reach': 1}	
CISH	BAX	HGNC	1984	HGNC	959			IncreaseAmount	1	-25865414397013803	1.0	{'reach': 1}	
CISH	GH1	HGNC	1984	HGNC	4261			Activation	1	-9630546683428713	1.0	{'reach': 1}	
CISH	GH1	HGNC	1984	HGNC	4261			Inhibition	1	2488934147050396	1.0	{'reach': 1}	
CISH	INS	HGNC	1984	HGNC	6081			Activation	1	31004576947285244	1.0	{'reach': 1}	
CISH	INS	HGNC	1984	HGNC	6081			Inhibition	1	-34222422067288427	1.0	{'reach': 1}	
CISH	JAK2	HGNC	1984	HGNC	6192			Activation	1	34947691449208712	1.0	{'reach': 1}	
CISH	JAK2	HGNC	1984	HGNC	6192			Inhibition	1	-14691402489801107	1.0	{'reach': 1}	
CISH	LEP	HGNC	1984	HGNC	6553			Inhibition	1	-26835706544061802	1.0	{'reach': 1}	
CISH	STAT1	HGNC	1984	HGNC	11362			Inhibition	1	9069453931552894	1.0	{'reach': 1}	
CISH	STAT3	HGNC	1984	HGNC	11364			Activation	1	22206602314478889	1.0	{'reach': 1}	
CISH	STAT3	HGNC	1984	HGNC	11364			Inhibition	1	-34850065232143313	1.0	{'reach': 1}	
CISH	STAT6	HGNC	1984	HGNC	11368			Inhibition	1	33789002246890000	1.0	{'sparser': 1}	
CISH	TP53	HGNC	1984	HGNC	11998			Activation	1	-7172693280492530	1.0	{'reach': 1}	
CISH	TP53	HGNC	1984	HGNC	11998			IncreaseAmount	1	-4708567560756238	1.0	{'reach': 1}	
CIT	PDLIM7	HGNC	1985	HGNC	22958			Activation	1	3065227635714092	1.0	{'reach': 1}	
CITED2	EP300	HGNC	1987	HGNC	3373			Inhibition	0	-14082564344440184	1.0	{}	
CITED2	EP300	HGNC	1987	HGNC	3373			Activation	1	11423888487253081	1.0	{'reach': 1}	
CITED2	ERCC1	HGNC	1987	HGNC	3433			IncreaseAmount	1	33437770145937095	1.0	{'reach': 1}	
CITED2	HIF1A	HGNC	1987	HGNC	4910			Inhibition	1	-3598130174213286	1.0	{'sparser': 1}	
CKAP4	CCN2	HGNC	16991	HGNC	2500			IncreaseAmount	1	10164988939632145	1.0	{'reach': 1}	
CKS1B	CDKN1B	HGNC	19083	HGNC	1785			Activation	1	35692913069135113	1.0	{'reach': 1}	
CKS1B	CDKN1B	HGNC	19083	HGNC	1785			Ubiquitination	1	25888590173254392	1.0	{'reach': 1}	
CKS1B	CDKN1B	HGNC	19083	HGNC	1785			Inhibition	1	-4334835008643247	1.0	{'reach': 1}	
CKS1B	SKP2	HGNC	19083	HGNC	10901			Activation	0	449502702025723	1.0	{}	
CKS1B	STAT3	HGNC	19083	HGNC	11364			Activation	1	16059635114753093	1.0	{'sparser': 1}	
CLCF1	STAT3	HGNC	17412	HGNC	11364			Phosphorylation	1	35704580447631699	1.0	{'sparser': 1}	
CLDN1	CTNNB1	HGNC	2032	HGNC	2514			Activation	0	-5271595851310146	1.0	{}	
CLDN1	MMP2	HGNC	2032	HGNC	7166			Activation	1	25114590537702466	1.0	{'reach': 1}	
CLDN1	MMP9	HGNC	2032	HGNC	7176			Activation	1	-30298536866630256	1.0	{'reach': 1}	
CLDN1	TECR	HGNC	2032	HGNC	4551			Activation	1	26718989449101598	1.0	{'reach': 1}	
CLDN2	TECR	HGNC	2041	HGNC	4551			Activation	1	-27947823824622317	1.0	{'reach': 1}	
CLDN2	TECR	HGNC	2041	HGNC	4551			Inhibition	1	18526687195202414	1.0	{'eidos': 1}	
CLDN4	TECR	HGNC	2046	HGNC	4551			Activation	1	34475655976523694	1.0	{'reach': 1}	
CLEC1B	PDPN	HGNC	24356	HGNC	29602			Activation	1	24721719458381241	1.0	{'reach': 1}	
CLEC1B	PDPN	HGNC	24356	HGNC	29602			Inhibition	1	-3839571502841107	1.0	{'reach': 1}	
CLEC1B	SRC	HGNC	24356	HGNC	11283			Activation	1	31420720115421414	1.0	{'eidos': 1}	
CLEC1B	SYK	HGNC	24356	HGNC	11491			Activation	1	23417519992839895	1.0	{'reach': 1}	
CLEC3B	F2	HGNC	11891	HGNC	3535			Inhibition	1	5699622617615729	1.0	{'reach': 1}	
CLEC3B	MUC1	HGNC	11891	HGNC	7508			Glycosylation	1	-28727238322844536	1.0	{'sparser': 1}	
CLEC3B	PLG	HGNC	11891	HGNC	9071			Activation	1	2121520240927435	1.0	{'reach': 1}	
CLEC4C	IL10	HGNC	13258	HGNC	5962			Activation	1	-9751707880507314	1.0	{'reach': 1}	
CLEC4C	IL6	HGNC	13258	HGNC	6018			Activation	1	-7589569108572911	1.0	{'reach': 1}	
CLEC4D	CLEC4E	HGNC	14554	HGNC	14555			IncreaseAmount	1	-12871680107046258	1.0	{'reach': 1}	
CLEC4D	HIF1A	HGNC	14554	HGNC	4910			DecreaseAmount	1	9593059779350361	1.0	{'reach': 1}	
CLEC4D	HIF1A	HGNC	14554	HGNC	4910			Inhibition	1	-33632559973091961	1.0	{'eidos': 1}	
CLEC4D	IL1B	HGNC	14554	HGNC	5992			Inhibition	1	-2764898955711958	1.0	{'reach': 1}	
CLEC4D	IL6	HGNC	14554	HGNC	6018			Inhibition	1	16863363661306315	1.0	{'reach': 1}	
CLEC4D	NLRP3	HGNC	14554	HGNC	16400			Inhibition	1	-3949054406142634	1.0	{'reach': 1}	
CLEC4D	TNF	HGNC	14554	HGNC	11892			Inhibition	1	-30393189985031683	1.0	{'reach': 1}	
CLEC4E	CARD9	HGNC	14555	HGNC	16391			Activation	0	3118649196003339	1.0	{}	
CLEC4E	IL10	HGNC	14555	HGNC	5962			Activation	1	-24512931881719827	1.0	{'reach': 1}	
CLEC4E	IL1B	HGNC	14555	HGNC	5992			Inhibition	1	12771280677341688	1.0	{'reach': 1}	
CLEC4E	SYK	HGNC	14555	HGNC	11491			Activation	1	11032378333410827	1.0	{'reach': 1}	
CLEC4E	TNF	HGNC	14555	HGNC	11892			Activation	1	11732671593571730	1.0	{'reach': 1}	
CLEC6A	CARD9	HGNC	14556	HGNC	16391			Activation	1	11243157579785704	1.0	{'reach': 1}	
CLEC6A	IL10	HGNC	14556	HGNC	5962			Activation	1	-32170067382784566	1.0	{'reach': 1}	
CLEC6A	IL1B	HGNC	14556	HGNC	5992			Activation	1	-21944671734466670	1.0	{'reach': 1}	
CLEC6A	IL6	HGNC	14556	HGNC	6018			Activation	1	34419018494290779	1.0	{'reach': 1}	
CLEC6A	REL	HGNC	14556	HGNC	9954			Activation	1	34309576928414969	1.0	{'reach': 1}	
CLEC6A	SYK	HGNC	14556	HGNC	11491			Activation	1	-32402150335240742	1.0	{'reach': 1}	
CLEC6A	TNF	HGNC	14556	HGNC	11892			Activation	1	18226897304491366	1.0	{'reach': 1}	
CLEC7A	CARD9	HGNC	14558	HGNC	16391			Activation	1	-29095002910685593	1.0	{'reach': 1}	
CLEC7A	CASP8	HGNC	14558	HGNC	1509			Activation	1	8696661785603294	1.0	{'reach': 1}	
CLEC7A	CD4	HGNC	14558	HGNC	1678			Activation	0	32056333553308467	1.0	{}	
CLEC7A	IFNG	HGNC	14558	HGNC	5438			Activation	1	-11085867267535551	1.0	{'reach': 1}	
CLEC7A	IL10	HGNC	14558	HGNC	5962			Activation	1	-19089098434465097	1.0	{'reach': 1}	
CLEC7A	IL17A	HGNC	14558	HGNC	5981			Inhibition	1	-12410775359623234	1.0	{'reach': 1}	
CLEC7A	IL17A	HGNC	14558	HGNC	5981			Activation	1	-22012272238946997	1.0	{'reach': 1}	
CLEC7A	IL1B	HGNC	14558	HGNC	5992			IncreaseAmount	0	-9724451800071522	1.0	{}	
CLEC7A	IL1B	HGNC	14558	HGNC	5992			Activation	1	-3982959590965349	1.0	{'reach': 1}	
CLEC7A	IL2	HGNC	14558	HGNC	6001			Activation	1	13043659950434711	1.0	{'reach': 1}	
CLEC7A	IL22	HGNC	14558	HGNC	14900			Activation	1	-11629957715737827	1.0	{'reach': 1}	
CLEC7A	IL33	HGNC	14558	HGNC	16028			Activation	1	18657265902377543	1.0	{'sparser': 1}	
CLEC7A	IL6	HGNC	14558	HGNC	6018			Activation	1	-3323293105779651	1.0	{'reach': 1}	
CLEC7A	NLRP3	HGNC	14558	HGNC	16400			Activation	1	-35116493915097518	1.0	{'sparser': 1}	
CLEC7A	PLCG2	HGNC	14558	HGNC	9066			Activation	0	19108058134186316	1.0	{}	
CLEC7A	RAF1	HGNC	14558	HGNC	9829			Activation	1	-19000396852517544	1.0	{'reach': 1}	
CLEC7A	REL	HGNC	14558	HGNC	9954			Activation	0	28085611558100470	1.0	{}	
CLEC7A	RELB	HGNC	14558	HGNC	9956			Activation	1	-14508126205820140	1.0	{'sparser': 1}	
CLEC7A	SRC	HGNC	14558	HGNC	11283			Activation	1	-25260918825670336	1.0	{'reach': 1}	
CLEC7A	SYK	HGNC	14558	HGNC	11491			Activation	1	4325086799563960	1.0	{'reach': 1}	
CLEC7A	SYK	HGNC	14558	HGNC	11491			Phosphorylation	1	-20096366661525771	1.0	{'reach': 1}	
CLEC7A	TLR2	HGNC	14558	HGNC	11848			Activation	1	-8766369947622404	1.0	{'reach': 1}	
CLEC7A	TLR4	HGNC	14558	HGNC	11850			Inhibition	1	2802718989783843	1.0	{'reach': 1}	
CLEC7A	TNF	HGNC	14558	HGNC	11892			Activation	1	31763855430771832	1.0	{'reach': 1}	
CLEC7A	TSLP	HGNC	14558	HGNC	30743			Activation	0	-21524460892086457	1.0	{}	
CLK1	RBM17	HGNC	2068	HGNC	16944			Phosphorylation	1	30119136646872275	1.0	{'rlimsp': 1}	
CLK1	RBM17	HGNC	2068	HGNC	16944	S		Phosphorylation	1	-6883042962161415	1.0	{'sparser': 1}	
CLK1	SNCG	HGNC	2068	HGNC	11141			Phosphorylation	1	23113761240094877	1.0	{'sparser': 1}	
CLK1	SRSF1	HGNC	2068	HGNC	10780			Phosphorylation	0	27159703424475305	1.0	{}	
CLK1	SRSF5	HGNC	2068	HGNC	10787			Phosphorylation	1	12107577501914183	1.0	{'sparser': 1}	
CLN3	ADIPOQ	HGNC	2074	HGNC	13633			IncreaseAmount	1	4199095075169372	1.0	{'reach': 1}	
CLN3	CDK1	HGNC	2074	HGNC	1722			Activation	1	-31887964756389424	1.0	{'reach': 1}	
CLN3	INS	HGNC	2074	HGNC	6081			Activation	1	-5564197577887087	1.0	{'reach': 1}	
CLN3	NCL	HGNC	2074	HGNC	7667			Activation	1	-19381010280091992	1.0	{'reach': 1}	
CLN3	SLA	HGNC	2074	HGNC	10902			Phosphorylation	1	17382514522624553	1.0	{'sparser': 1}	
CLN3	TPP1	HGNC	2074	HGNC	2073			IncreaseAmount	1	17842010304436449	1.0	{'reach': 1}	
CLN3	ZNF143	HGNC	2074	HGNC	12928			Activation	1	-28911993767083451	1.0	{'reach': 1}	
CLN5	NCL	HGNC	2076	HGNC	7667			Activation	1	-2261953196654100	1.0	{'reach': 1}	
CLN6	NCL	HGNC	2077	HGNC	7667			Activation	1	-654464231568085	1.0	{'reach': 1}	
CLN8	NCL	HGNC	2079	HGNC	7667			Activation	1	-5332805797855155	1.0	{'reach': 1}	
CLNS1A	PRMT5	HGNC	2080	HGNC	10894			Inhibition	1	9433028222626000	1.0	{'reach': 1}	
CLOCK	AANAT	HGNC	2082	HGNC	19			Activation	1	-23046339190023739	1.0	{'reach': 1}	
CLOCK	ARNTL	HGNC	2082	HGNC	701			IncreaseAmount	1	-24525701001891582	1.0	{'reach': 1}	
CLOCK	ARNTL	HGNC	2082	HGNC	701			Acetylation	1	31908265776969029	1.0	{'reach': 1}	
CLOCK	ARNTL	HGNC	2082	HGNC	701			Inhibition	1	-17997836848269704	1.0	{'reach': 1}	
CLOCK	ARNTL	HGNC	2082	HGNC	701			Activation	1	-8909722485378712	1.0	{'reach': 1}	
CLOCK	ARNTL	HGNC	2082	HGNC	701			DecreaseAmount	1	-12503385436672798	1.0	{'reach': 1}	
CLOCK	ARSF	HGNC	2082	HGNC	721			Phosphorylation	1	-31671758517545039	1.0	{'reach': 1}	
CLOCK	ASS1	HGNC	2082	HGNC	758			Acetylation	1	-18316564886819186	1.0	{'sparser': 1}	
CLOCK	BHLHE41	HGNC	2082	HGNC	16617			IncreaseAmount	1	-9787520995313490	1.0	{'sparser': 1}	
CLOCK	CRY1	HGNC	2082	HGNC	2384			Activation	1	-13779514229184118	1.0	{'reach': 1}	
CLOCK	CRY1	HGNC	2082	HGNC	2384			IncreaseAmount	1	-23646216839777107	1.0	{'reach': 1}	
CLOCK	CRY1	HGNC	2082	HGNC	2384			Activation	1	-3089025915064470	1.0	{'reach': 1}	
CLOCK	CRY2	HGNC	2082	HGNC	2385			IncreaseAmount	1	22484672927634452	1.0	{'trrust': 1}	
CLOCK	CRYL1	HGNC	2082	HGNC	18246			Activation	1	25906316714026681	1.0	{'reach': 1}	
CLOCK	CRYL1	HGNC	2082	HGNC	18246			IncreaseAmount	1	32051902092749787	1.0	{'reach': 1}	
CLOCK	GC	HGNC	2082	HGNC	4187			Activation	1	-32875501195173900	1.0	{'reach': 1}	
CLOCK	INS	HGNC	2082	HGNC	6081			Activation	1	18131112833655280	1.0	{'reach': 1}	
